ground_truth_claim,generated_claim,meteor_score
Long Covid is just a side effect of Covid-19 vaccinations.,The claim: Long Dovic effects are really long dovic,0.0917
U.K. has revoked covid vaccine for pregnant women,The UK government has approved Pfizer vaccine for Covid-19,0.3155
Social Security Administration will allow workers in the country illegally to claim benefits,Social Security ADMIN plans to pay SS benefits to ILLEGALS from your SS Trust Fund.,0.2797
A social media user claims that one can get rid of acne scars quickly by applying potato slices. We fact-checked and found the claim to be Mostly False.,The claim: Potato juice can cure acne scars,0.1832
A video of singing school girls dressed in burkha has gone viral on social media with claims that Hindu and Sikh girls are also forced to wear the burkha. But we found the claims to be false.,"The claim: ""Oops, Terrible Oops.""",0.0708
A single person on Universal Credit will receive £334 per month,A member of the House of Lords will receive £323 per day,0.2843
Post implies current Ukraine situation will require U.S. to send soldiers,Ukrainian President Volodymyr Zelenskyy says that the US will need to send their sons and daughters to fight and die for Ukraine in their war against the Russian Federation,0.1562
Face masks are useless at stopping Covid-19 because the gaps in them are larger than a Covid-19 viral particle.,The mask debate!,0.0543
"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",Bernie Sanders voted yes on sanctions against Russia,0.2602
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad,"This policeman is in the country’s capital, Delhi. kind of inhuman treatment done.",0.0855
The eighth edition of the Pakistan Super League (PSL) has been postponed following an attack on the Karachi police chief's office on 17 February 2023. The Asia Cup cricket tournament is moving out of Pakistan.,Video shows Pakistani cricket team in Karachi,0.0272
Photos show the atrocities on Hindus in West Bengal,"Video shows open violence against Hindus in Hooghly, West Bengal",0.4848
DMK government's new scheme,The new scheme of the Union Government.,0.4822
The claim: Photo shows Katie Hobbs in a tabulation room on Nov. 9,Katie Hobbs is running for governor of Arizona for the Democratic party against Kari Lake.,0.18
A post claims that the 1918 influenza bout had a deadly second wave after quarantine restrictions were lifted.,The most severe pandemic in history was the Spanish Flu of 1918.,0.1087
'Sardar with no mustache' involved in farmers protest,Sikh with no mustache in Delhi farmers protest,0.632
Video of two drones playing volleyball on a building rooftop,Video of a volleyball game,0.3322
"Says the Army officer who listened to the July 25 call with Ukraine and testified about it is a ""Never Trumper.""",There were many people listening to the phone call.,0.1973
A photo of Cristiano Ronaldo supporting the Argentina football team with Lionel Messi's photo a TV Screen behind him,Messi and Argentina always the best.,0.0802
Look who is sitting in the Chief Minister's chair – Sheetal Mhatre,Video of a woman wearing a mask on her head,0.0394
"Vaccine mRNA in breast milk is ""a disaster for infants.""","""7 out of 11 women had mRNA in their breast milk.""",0.4845
"(IMAGEN) ""REVOLUCIÓN MOLECULAR DISIPADA"", VÍNCULO DE ALEXIS LÓPEZ TAPIA CON EL NEONAZISMO",The claim: “El ideólogo del new paradigma ideológico del uribismo is un nazi chileno.”,0.0292
Sunrise photos taken at the Konark Temple in Odisha,The sun rises from inside the temple,0.1136
A Taliban man tastes ice cream with great happiness,A Taliban man tastes ice cream with great happiness,0.9993
"Satanic Temple's fight over abortion rights, Roe v Wade so far is unsuccessful",The claim: abortions are considered a sacred ritual of the Satanic temple,0.1727
Delta variant of Covid 19 is connected to Delta Power Solutions,The claim: Could 5G towers be the origins of the famous so called Delta variant,0.1304
"Despite pledging to meet net zero emissions by 2050, on current track the government will only meet their target by 2099.",The average emissions reductions in the past are not necessarily an indicator for future emissions.,0.0897
The claim: Hunter Brown's death caused by the COVID-19 vaccine,The claim: Covid-19 vaccines are not allowed to fly military equipment over our nation,0.3626
"Says ""Trump's willing to build his vanity project of a border wall with money budgeted for a school for military children.""
",Trump stealing money from military families to pay for his border wall is nothing short of abhorring,0.2413
"""The United States has done far more 'testing' than any other nation, by far!""",The United States has done far more testing than any other nation,0.5866
Virat Kohli announces retirement,Video shows Virat Kohli retired from cricket,0.5943
"""Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that's their electoral strategy.""",The Democrats want open borders so they can bring in and amnesty *tens of millions of illegal aliens,0.6714
Fact check: Biden said he created a large 'voter fraud organization',The claim: “Trump is telling the truth about something.”,0.0385
90% of people in hospital with Covid-19 are unvaccinated.,"The NHS England said that 150 [Covid] patients were referred for extracorporeal membrane oxygenation, or Ecmo.",0.042
The car that was waiting to welcome #Stalin in Delhi today... Zoom a little and see under the #tyre...,"The car that was waiting to welcome Stalin to Delhi today, zoom in a bit and look under the tyre.",0.7186
Pepto-Bismol medicine can treat Covid infection,Pepto Bismol can cure cancer,0.0847
Video shows trashed ballots for Donald Trump.,This is getting totally ridiculous.,0.0641
a monkey hugging an old woman while she was lying on a bed was shot in Jamsande village in Konkan,Video of a monkey in Jammsonde,0.0806
"Mandatory Covid-19 vaccinations have just been passed ""under the radar"" by the European Council.",Mandatory Vaccination for the EU Just Through Under The Radar,0.2147
WHO report – 'No vegetarian in the world was found to have been infected with COVID-19',Corona requires animal protein in the body to survive,0.1578
A poll showed a fall in Conservative support following several recent news reports about lobbying and leaks.,A Ipsos Mori poll found that the party’s approval ratings had slashed by five percent points since last month.,0.1087
Hindu extremist group attacked a Muslim woman doctor accusing that her community is responsible for spreading coronavirus in India.,"The Hindu extremist group RS, to which Prime Minister Modi belongs, severely beaten Aisha, a Muslim doctor, in a hospital.",0.3079
"President Joe Biden said, ""To the Ukrainian people, I say to them all, you might you might they they might be able to make right and they're not able to.""",The claim: “Inspiring words” are the slogan of the World Economic Forum.,0.043
A 1978 public information film warning children of the dangers of playing near live wires has been banned.,Psa banned kids going near live wires,0.2107
"Trade with the EU is more than double that with Australia, Canada, India, New Zealand and the USA combined.","Video shows countries trade most in goods at least, with countries nearest to them",0.0676
Narendra Modi calls himself 'lootera' at a public rally in West Bengal,"The claim: If my mother stopped me when I used little things, I wouldn’t have become a dacoit",0.0719
"Free bus for women- 1. Only the whiteboard is free but the number of buses is less. 2. The whiteboard bus arrives rarely once and cannot get on the bus in a hurry. 3. You need to pick up the bus from the bus depot. But it will be too late… some bus depots are so far away from home"" We have to wait the rest of our lives if we see a whiteboard bus,"" by a woman. Will CM talk about this? – Gayathri Raguramm","The claim: 1. வெள்ளை பலகை மட்டுமே இலவச, ஆனால் பேருந்துகளின் எண்ணிக்கை குறைவாக உள்ளது",0.0223
coconut choir infused water can cure typhoid,Coconut peel can cure typhoid,0.5515
An injured puppy has been found at the side of the road.,"The claim: ""My husband found him lying on the side road in [relevant local area], was hit by a car in a hit and run incident.""",0.2
"The Capitol riot on Jan. 6 was ""a terror attack"" that resulted in ""almost 10 dead.""",This was a terror attack on our nation's Capitol,0.2568
Image of 100's of buses on roads claimed to be from 'Migrant Buses' arranged by Priyanka Gandhi,Video shows Priyanka Gandhi working for every section without political discrimination,0.103
