ground_truth_claim,generated_claim,meteor_score
Joe Biden introduced a man in blackface as Michael Jackson at a dinner in 1987,Joe Biden participated in Black Face skit in a unfunny way,0.2548
The Person Seen In This Video Isn Congress MLA,Anil Upadhyay is the MLA of Congress,0.1705
"Fatima Sheikh is the same actress who played Aamir Khan's daughter in the film Dangal. Fatima played the role of Geeta Phogat in the film. Today she has become the third wife of Aamir Khan. Well this is his personal matter. But this same Aamir Khan will make Satyamev Jayate program and speak on the evils of Hindu child marriage and dowry system?? We live in a country where there are such hypocrites who talk about women's rights in ""TV-programs"" like Satyamev but are ready to marry the girl whose father they play",Fatima Sheikh is the same actress who played Aamir Khan's daughter in the film Dangal,0.0998
A letter to The Times newspaper was signed by a Mr Martin Spiro. Records from the General Medical Council show that the only Martin Spiro registered died five years ago.,The Times published a GP-bashing letter from Mr Martin Spiro.,0.1953
Juvenile Jamia shooter's marksheet is not authentic,Rambhakt Gopal’s Jewar Public School does not have any students enrolled in class IX and X.,0.0549
Tax to be levied on Ganga Aarti and priests in Varanasi,Tax will be imposed on the rituals of Hindus under the reign of the so-called great Hindu heart emperor Shri Yogi Adityanath ji and Shri Narendra Modi ji,0.1575
Long Covid is just a side effect of Covid-19 vaccinations.,Long Covid-19 jabs are really Long Dovic,0.0943
U.K. has revoked covid vaccine for pregnant women,The UK government has revoked the Pfizer Covid-19 vaccine.,0.3117
Social Security Administration will allow workers in the country illegally to claim benefits,Social Security Administration plans to pay SS benefits to illegals,0.4024
A social media user claims that one can get rid of acne scars quickly by applying potato slices. We fact-checked and found the claim to be Mostly False.,potatoes can help in getting rid of acne scars,0.241
A video of singing school girls dressed in burkha has gone viral on social media with claims that Hindu and Sikh girls are also forced to wear the burkha. But we found the claims to be false.,The claim: Video shows Joe Biden being thrashed by the public,0.0689
A single person on Universal Credit will receive £334 per month,A single person on Universal Credit will receive £334 per month,0.9996
Post implies current Ukraine situation will require U.S. to send soldiers,"""Ukraine President Volodymyr Zelenskyy says that the US will need to send their sons and daughters to fight and die for Ukraine in their war against the Russian Federation.""",0.1527
Face masks are useless at stopping Covid-19 because the gaps in them are larger than a Covid-19 viral particle.,Mask debate!!#corruption #nwo #thegreatreset #wakeup #hiddeninplainsight #medicaltyranny #oneworldgovernment #agenda2030 #depopulation,0.0248
"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",Bernie Sanders never voted yes on sanctions against Russia.,0.2916
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad,"This policeman is in the country’s capital, Delhi. kind of inhuman treatment done, are we in Pakistan???",0.0806
The eighth edition of the Pakistan Super League (PSL) has been postponed following an attack on the Karachi police chief's office on 17 February 2023. The Asia Cup cricket tournament is moving out of Pakistan.,Video of Pakistani cricket team moving out of Karachi,0.1385
Photos show the atrocities on Hindus in West Bengal,Video of recent violence against Hindus in West Bengal,0.441
DMK government's new scheme,The new scheme of the Union Government,0.4915
The claim: Photo shows Katie Hobbs in a tabulation room on Nov. 9,Katie Hobbs pictured in tabulation room on November 9th,0.4167
A post claims that the 1918 influenza bout had a deadly second wave after quarantine restrictions were lifted.,The most severe pandemic in history was the Spanish Flu of 1918. It lasted for 2 years with 50 million deaths.,0.1031
'Sardar with no mustache' involved in farmers protest,Sikh with no mustache in Delhi farmers protest. According to astronomy such an event happens once in a century,0.5569
Video of two drones playing volleyball on a building rooftop,Video of a volleyball player playing in a pool during a COVID-19 pandemic,0.3612
"Says the Army officer who listened to the July 25 call with Ukraine and testified about it is a ""Never Trumper.""",The claim: Video shows a witch Hunt in Ukraine,0.0885
A photo of Cristiano Ronaldo supporting the Argentina football team with Lionel Messi's photo a TV Screen behind him,Messi and Argentina always the best.,0.0802
Look who is sitting in the Chief Minister's chair – Sheetal Mhatre,Photo of a woman wearing a mask on his face,0.0394
"Vaccine mRNA in breast milk is ""a disaster for infants.""",7 out of 11 women had mRNA in their breast milk.,0.3457
"(IMAGEN) ""REVOLUCIÓN MOLECULAR DISIPADA"", VÍNCULO DE ALEXIS LÓPEZ TAPIA CON EL NEONAZISMO",The claim: Video shows a Nazi chileno posing as the ideology of uribinism,0.0
Sunrise photos taken at the Konark Temple in Odisha,Video of sun rising from inside the Orissa Konark temple,0.2808
A Taliban man tastes ice cream with great happiness,Taliban man tastes ice cream with great happiness,0.898
"Satanic Temple's fight over abortion rights, Roe v Wade so far is unsuccessful",abortions are considered a sacred ritual of the Satanic temple.,0.175
Delta variant of Covid 19 is connected to Delta Power Solutions,5G towers are the origins of Delta variant,0.1402
"Despite pledging to meet net zero emissions by 2050, on current track the government will only meet their target by 2099.",“Average emissions reductions in the past are not necessarily an indicator for future emissions.”,0.0893
The claim: Hunter Brown's death caused by the COVID-19 vaccine,The claim: Biden allowed to fly military equipment over our nation,0.213
"Says ""Trump's willing to build his vanity project of a border wall with money budgeted for a school for military children.""
",Trump stealing money from military families to pay for his border wall,0.2245
"""The United States has done far more 'testing' than any other nation, by far!""","The United States has done far more 'testing' than any other nation, by far.",0.851
Virat Kohli announces retirement,Virat Kohli announces retirement,0.9922
"""Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that's their electoral strategy.""",“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,0.8809
Fact check: Biden said he created a large 'voter fraud organization',The claim: Donald Trump is telling the truth about something,0.0391
90% of people in hospital with Covid-19 are unvaccinated.,"150 Covid patients were referred for extracorporeal membrane oxygenation, or Ecmo, where blood is cycled through an artificial lung machine before returning it to the body.",0.0391
The car that was waiting to welcome #Stalin in Delhi today... Zoom a little and see under the #tyre...,"The car that was waiting to welcome Stalin to Delhi today, zoom in a bit and look under the tyre",0.7218
Pepto-Bismol medicine can treat Covid infection,Pepto-Bismol medicine can treat Covid infection,0.9977
Video shows trashed ballots for Donald Trump.,This is getting absolutely ridiculous.,0.0641
a monkey hugging an old woman while she was lying on a bed was shot in Jamsande village in Konkan,"In Devgad taluka of Sindhudurg district, Jamsonde (in Valkuvadi), Mrs. Bhadsale’s grandmother fell ill after feeding a monkey and couldn’t come out for 2-3 hours. So, they brought a Monkey home to show her. It is really like learning from important animals...!!",0.1059
"Mandatory Covid-19 vaccinations have just been passed ""under the radar"" by the European Council.",Mandatory Vaccination for the EU just went through Under the Radar,0.2439
WHO report – 'No vegetarian in the world was found to have been infected with COVID-19',Coronavirus requires animal protein in the body to survive.,0.1568
A poll showed a fall in Conservative support following several recent news reports about lobbying and leaks.,"An Ipsos Mori poll found that the party’s approval ratings had been slashed by five percentage points since last month, following weeks of revelations about lobbying, the refurbishment of the prime minister's flat, and the latest row with his former key adviser Dominic Cummings",0.2262
Hindu extremist group attacked a Muslim woman doctor accusing that her community is responsible for spreading coronavirus in India.,"Hindu extremist group RS beaten Aisha, a Muslim doctor in a hospital",0.2966
"President Joe Biden said, ""To the Ukrainian people, I say to them all, you might you might they they might be able to make right and they're not able to.""","The claim: Image shows Joe Biden saying, 'I don't believe in the world'",0.1366
A 1978 public information film warning children of the dangers of playing near live wires has been banned.,Prevention off kids going near live wires…this is classed as to much for 2022 folks.psa banned,0.1688
