ground_truth_claim,generated_claim,meteor_score
Face masks are useless at stopping Covid-19 because the gaps in them are larger than a Covid-19 viral particle.,Face masks are ineffective at stopping Covid-19 transmission because the gaps in them are larger than the virus.,0.7155
"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""","""Not once in his entire career in Washington DC, which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",0.9421
Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad,'Pakistan zindabad' slogan raised by anti-CAA protesters in Delhi,0.3413
The eighth edition of the Pakistan Super League (PSL) has been postponed following an attack on the Karachi police chief's office on 17 February 2023. The Asia Cup cricket tournament is moving out of Pakistan.,Asia Cup 2019 is moving out of Pakistan. #PSL cancelled #Karachi,0.2588
Photos show the atrocities on Hindus in West Bengal,Photos show the atrocities on Hindus in West Bengal,0.9993
DMK government's new scheme,DMK government's new scheme,0.996
The claim: Photo shows Katie Hobbs in a tabulation room on Nov. 9,Photo shows Katie Hobbs in a tabulation room on Nov. 9,0.8026
A post claims that the 1918 influenza bout had a deadly second wave after quarantine restrictions were lifted.,The 1918 influenza bout had a deadly second wave after quarantine restrictions were lifted.,0.8063
'Sardar with no mustache' involved in farmers protest,Sardar with no mustache' involved in farmers protest,0.888
Video of two drones playing volleyball on a building rooftop,Video of two drones playing volleyball on a building rooftop,0.9995
"Says the Army officer who listened to the July 25 call with Ukraine and testified about it is a ""Never Trumper.""",Who is Alexander Vindman?,0.0452
A photo of Cristiano Ronaldo supporting the Argentina football team with Lionel Messi's photo a TV Screen behind him,Messi and Argentina always the best.,0.0802
Look who is sitting in the Chief Minister's chair – Sheetal Mhatre,Video of Union Minister Harsh Vardhan assaulted by the public,0.0787
"Vaccine mRNA in breast milk is ""a disaster for infants.""",Vaccine mRNA in breast milk is “a disaster for infants.”,0.8436
"(IMAGEN) ""REVOLUCIÓN MOLECULAR DISIPADA"", VÍNCULO DE ALEXIS LÓPEZ TAPIA CON EL NEONAZISMO",Más claro no puede estar. El ideólogo del nuevo paradigma ideológico del uribismo es un nazi chileno.,0.0291
Sunrise photos taken at the Konark Temple in Odisha,Sun rising from inside Orissa Konark temple. It happens only 200 years once.,0.1953
A Taliban man tastes ice cream with great happiness,A Taliban man tastes ice cream with great happiness,0.9993
"Satanic Temple's fight over abortion rights, Roe v Wade so far is unsuccessful","You can ""protect your religious freedom of abortion"" by joining The Satanic Temple.",0.1692
Delta variant of Covid 19 is connected to Delta Power Solutions,Delta variant of Covid 19 is connected to Delta Power Solutions,0.9996
"Despite pledging to meet net zero emissions by 2050, on current track the government will only meet their target by 2099.","125,000 people died of winter flu in December 2017 and January 2018.",0.0227
The claim: Hunter Brown's death caused by the COVID-19 vaccine,Hunter Brown's death caused by the COVID-19 vaccine,0.7687
"Says ""Trump's willing to build his vanity project of a border wall with money budgeted for a school for military children.""
",Says President Donald Trump is “stealing money from military families to pay for his border wall.”,0.2605
"""The United States has done far more 'testing' than any other nation, by far!""","""The United States has done far more 'testing' than any other nation, by far!""",0.9999
Virat Kohli announces retirement,Virat Kohli announces retirement,0.9922
"""Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that's their electoral strategy.""",“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,0.8809
Fact check: Biden said he created a large 'voter fraud organization',"Joe Biden said he created a large ""voter fraud organization.""",0.6106
90% of people in hospital with Covid-19 are unvaccinated.,90% of people in hospital with Covid-19 are unvaccinated.,0.9996
The car that was waiting to welcome #Stalin in Delhi today... Zoom a little and see under the #tyre...,The car that was waiting to welcome #Stalin in Delhi today... Zoom a little and see under the #tyre...,1.0
Pepto-Bismol medicine can treat Covid infection,Pepto-Bismol medicine can treat Covid infection,0.9977
Video shows trashed ballots for Donald Trump.,Video shows trashed ballots for Donald Trump.,0.999
a monkey hugging an old woman while she was lying on a bed was shot in Jamsande village in Konkan,Photo of upcoming BSP government’s poster in Lucknow Metro,0.0262
"Mandatory Covid-19 vaccinations have just been passed ""under the radar"" by the European Council.",Mandatory Covid-19 vaccinations have just been passed “under the radar” by the European Council.,0.8788
WHO report – 'No vegetarian in the world was found to have been infected with COVID-19',The survival rate of Covid-19 is 99.9% to 99.994%.,0.0909
A poll showed a fall in Conservative support following several recent news reports about lobbying and leaks.,A poll showed a fall in Conservative support following several recent news reports about lobbying and leaks.,0.9999
Hindu extremist group attacked a Muslim woman doctor accusing that her community is responsible for spreading coronavirus in India.,Hindu extremist group attacked a Muslim woman doctor accusing that her community is responsible for spreading coronavirus in India.,0.9999
"President Joe Biden said, ""To the Ukrainian people, I say to them all, you might you might they they might be able to make right and they're not able to.""",Says NASCAR “bans the confederate flag but FORCES all their drivers to do Muslim prayer.”,0.0855
A 1978 public information film warning children of the dangers of playing near live wires has been banned.,Police have banned children from playing near live wires.,0.3507
"Trade with the EU is more than double that with Australia, Canada, India, New Zealand and the USA combined.","Trade with the EU is more than double that with Australia, Canada, India, New Zealand and the USA combined.",1.0
Narendra Modi calls himself 'lootera' at a public rally in West Bengal,Narendra Modi calls himself 'lootera' at a public rally in West Bengal,0.9998
"Free bus for women- 1. Only the whiteboard is free but the number of buses is less. 2. The whiteboard bus arrives rarely once and cannot get on the bus in a hurry. 3. You need to pick up the bus from the bus depot. But it will be too late… some bus depots are so far away from home"" We have to wait the rest of our lives if we see a whiteboard bus,"" by a woman. Will CM talk about this? – Gayathri Raguramm",Photo of a Muslim shrine located at old Delhi railway station platform,0.0112
coconut choir infused water can cure typhoid,coconut choir infused water can cure typhoid,0.9985
An injured puppy has been found at the side of the road.,An injured puppy has been found at the side of the road.,0.9998
"The Capitol riot on Jan. 6 was ""a terror attack"" that resulted in ""almost 10 dead.""",The Capitol riot on Jan. 6 was “a terror attack” that resulted in “almost 10 dead.”,0.8043
Image of 100's of buses on roads claimed to be from 'Migrant Buses' arranged by Priyanka Gandhi,Priyanka Gandhi is working for every section without political discrimination,0.1412
Leni Robredo said the Philippine's K to 12 system is lacking and that there should be four years for junior high school and another four years for senior high school,"The government's K-12 education system is still lacking. In Kelangan, four years in Junior HS and four years at Senior HS.",0.3115
Boris Johnson suggested buying a new kettle to save £10 a year on energy bills.,Boris Johnson suggested buying a new kettle to save £10 a year on energy bills.,0.9999
A medical alert says to stop the use of anti-inflammatories for pain or high temperatures.,You should not use anti-inflammatory drugs for pain or high temperature.,0.4993
Photo of a Taliban fighter while he is eating ice cream,A Taliban man tastes ice cream with great happiness,0.3472
This is the category of Delhi's Jawaharlal Nehru University which has problem with Brahmins and Baniyas…!!,Video of Union Minister Harsh Vardhan assaulted by the public,0.0552
Video of Telangana CM KCR announcing new curfew timings from tomorrow,Video of Telangana CM KCR announcing new curfew timings from tomorrow,0.9996
Some recovered Covid-19 patients catch the disease again,Some recovered Covid-19 patients catch the disease again,0.999
The Covid-19 virus cannot be detected with tests.,PCR tests for Covid-19 have a 100% false positive rate.,0.1471
"The claim: Virginia switched 100,000 votes from Trump to Biden","Virginia switched 100,000 votes from Trump to Biden",0.7469
